,Unnamed: 0,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,CDC_Name,CDC_Street,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_Name,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,GrossApproval,ApprovalDate,ApprovalFiscalYear,DeliveryMethod,subpgmdesc,InitialInterestRate,TermInMonths,NaicsCode,NaicsDescription,ProjectCounty,ProjectState,BusinessType,LoanStatus,ChargeOffDate,GrossChargeOffAmount,target,Borrgsp,unemploy_bow,unemploy_pro,strdate,SP500,borrCDC,borrthird,borrpro,total,severity,termint,age,CDC_Zip_dm,ThirdPartyDollars_dm,InitialInterestRate_dm,count,diff,target1,target5,age1,age5
46515,75963,43754,1637 LOCUST ST,5111,39,19103,91,265,178,39,19131,194,251,34,14.389311544271774,14.195316603286154,2005-09-19,15,0,2,0.0,240,898,7,1065,40,3,PIF,,0.0,0,13.133472640396535,4.966666666666666,4.966666666666666,2005/09/19,7.116410393961434,1,0,1,3237000.0,0.0,1,2692,0,0,1,1,149,0,0,514,1975
28373,36918,6856,12150 FLINT PLACE,5280,4,92074,38,146,212,5,92106,0,0,1,0.0,13.051943059028227,1999-10-15,10,2,2,0.0,240,874,306,754,3,1,PIF,,0.0,0,14.127808654707765,4.958333333333333,4.275,1999/10/15,7.129626047852309,1,0,0,466000.0,0.0,1,4858,0,1,1,1,2315,0,0,2680,4141
38281,54342,8558,11888 ABERDEEN STREET,541,24,55449,56,103,13,24,55304,11,131,30,13.355854804302705,12.985399815906522,2003-02-27,13,0,2,0.0,240,1029,370,38,25,1,PIF,,0.0,0,12.279122808400876,4.883333333333334,4.883333333333334,2003/02/27,6.731352208146388,1,1,1,1067500.0,0.0,1,3627,0,0,1,1,1084,0,0,1449,2910
22340,28232,28755,209 FLAT ROOF MILL ROAD,1817,31,3446,119,321,188,31,3801,0,0,1,0.0,12.804911893867853,1998-03-04,8,0,2,0.0,240,0,0,267,32,1,PIF,,0.0,0,10.61050805202858,2.833333333333333,2.833333333333333,1998/03/04,6.95495365883962,1,0,1,364000.0,0.0,1,5448,0,1,1,1,2905,0,0,3270,4731
38891,55700,10283,155 CHERRY CREEK ROAD,1217,4,95425,21,101,260,5,94596,722,1265,9,13.458837042595949,12.881567435377427,2003-05-08,13,2,2,0.0,240,148,1034,1292,5,1,PIF,,0.0,0,14.239008754802114,6.799999999999998,6.799999999999998,2003/05/08,6.825753174610707,1,1,1,1093000.0,0.0,1,3557,0,0,1,1,1014,0,0,1379,2840
24349,31030,3253,3610 PLACENTIA COURT,1129,4,91710,261,203,215,5,92705,0,0,1,0.0,12.417147664184913,1998-09-08,8,0,2,0.0,240,353,300,1217,5,1,PIF,,0.0,0,13.953394738447546,5.95,5.95,1998/09/08,6.931920944955644,1,0,1,247000.0,0.0,1,5260,0,1,1,1,2717,0,0,3082,4543
46630,76309,5597,1598 MALL DRIVE,469,23,49022,166,192,71,23,48823,757,1487,13,13.918970168045352,13.60602456614241,2005-09-28,15,0,2,0.0,240,1022,426,121,24,2,CHGOFF,2010-05-26,734827.0,1,12.884689774305793,6.783333333333334,6.783333333333334,2005/09/28,7.104875144520989,1,0,1,1920000.0,0.3827223958333333,1,1701,0,0,1,1,140,0,1,505,1966
43246,66618,33641,22930/22950 QUICK SILVER DRIV,1696,47,20166,35,198,79,47,22030,2294,1205,9,15.189226390041831,14.077875591662238,2004-09-09,14,2,2,0.0,240,79,859,815,49,1,CHGOFF,2012-08-16,1097760.0,1,12.713647792214761,3.8000000000000007,3.8000000000000007,2004/09/09,7.020530244050095,1,0,1,5250000.0,0.20909714285714287,1,2898,0,0,1,1,524,0,0,889,2350
16146,19724,43154,301 W 32ND STREET,1068,28,28206,33,258,46,28,28210,0,0,1,0.0,12.498745990829315,1996-06-20,6,0,2,0.0,120,532,546,885,29,1,PIF,,0.0,0,12.224972905030654,4.291666666666667,4.291666666666667,1996/06/20,6.496925772181187,1,0,1,268000.0,0.0,1,6070,0,1,1,1,3527,0,0,3892,5353
92,113,23147,179 CLYDESDALE COURT,2505,4,95945,41,218,61,5,95616,0,0,1,0.0,13.525159593854115,1990-01-31,0,0,2,0.0,240,335,315,961,5,1,PIF,,0.0,0,13.558630527556053,5.783333333333334,5.783333333333334,1990/01/31,5.79933500993855,1,0,1,748000.0,0.0,1,8402,0,1,1,1,5859,0,0,6224,7685
10580,12608,20071,5401 W. 10TH STREET,2517,5,80631,72,245,63,6,80202,0,0,1,0.0,12.54254845357358,1995-03-01,5,0,2,0.0,240,0,0,1461,6,1,PIF,,0.0,0,11.632563667628567,4.008333333333335,4.008333333333335,1995/03/01,6.187545166543312,1,0,1,280000.0,0.0,1,6547,0,1,1,1,4004,0,0,4369,5830
3886,4466,34783,36 JFK ST,860,20,2138,185,236,259,20,1880,0,0,1,0.0,12.637858308703688,1992-08-24,2,0,2,0.0,240,799,250,899,21,1,PIF,,0.0,0,12.028355870436902,8.458333333333334,8.458333333333334,1992/08/24,6.0203435090871915,1,0,1,308000.0,0.0,1,7466,0,1,1,1,4923,0,0,5288,6749
1367,1605,8306,N27 W23477 PAUL ROAD,5104,51,53072,294,6,154,50,53716,0,0,1,0.0,12.055255569732175,1991-01-17,1,0,2,0.0,240,546,998,1452,53,1,PIF,,0.0,0,11.559569518366663,5.474999999999999,5.474999999999999,1991/01/17,5.795966564237187,1,0,1,172000.0,0.0,1,8051,0,1,1,1,5508,0,0,5873,7334
3389,3906,44313,7611 SLATER AVE,2965,4,92647,150,222,120,5,90631,0,0,1,0.0,12.154784614286669,1992-06-01,2,0,2,0.0,240,0,0,1013,5,2,PIF,,0.0,0,13.601524201271653,9.3,9.3,1992/06/01,6.036198849760607,1,0,1,190000.0,0.0,1,7550,0,1,1,1,5007,0,0,5372,6833
5635,6487,33170,SAMOSET STREET,5197,20,2360,254,188,191,20,2169,0,0,1,0.0,13.136268254957965,1993-07-02,3,0,2,0.0,240,0,0,1085,21,3,PIF,,0.0,0,12.064096553734315,6.991666666666666,6.991666666666666,1993/07/02,6.102200579750898,1,0,1,507000.0,0.0,1,7154,0,1,1,1,4611,0,0,4976,6437
3118,3595,8177,101 STOVER DRIVE,1588,36,43015,74,306,55,36,43215,0,0,1,0.0,12.380030154325453,1992-04-02,2,0,2,0.0,240,0,0,400,37,1,PIF,,0.0,0,12.431815216464967,7.358333333333333,7.358333333333333,1992/04/02,5.995207533386817,1,0,1,238000.0,0.0,1,7610,0,1,1,1,5067,0,0,5432,6893
38700,55283,39598,8890 E. DESERT COVE,5867,3,85260,32,178,248,4,85711,1965,1100,6,13.312985389904174,13.122365377402327,2003-04-17,13,2,2,0.0,240,971,615,847,4,1,CHGOFF,2011-04-21,427555.0,1,12.16916070510882,5.7666666666666675,5.7666666666666675,2003/04/17,6.796354353391787,1,1,1,1105000.0,0.3869276018099547,1,2926,0,0,1,1,1035,0,0,1400,2861
10409,12376,45391,1600 FAIRPLEX DRIVE,5214,4,91767,150,222,120,5,90631,0,0,1,0.0,13.458837042595949,1995-02-08,5,0,2,0.0,240,0,0,813,5,2,CHGOFF,2000-02-28,0.0,1,13.722932223270822,7.8583333333333325,7.8583333333333325,1995/02/08,6.178338231396903,1,0,1,700000.0,0.0,1,1846,0,1,1,1,4025,1,1,4390,5851
37869,53499,31862,6674 MALTESE LANE,631,27,59715,177,276,100,27,59624,856,123,33,12.111767460549332,11.938199736300927,2003-01-03,13,2,2,0.0,240,720,46,508,28,1,PIF,,0.0,0,10.151854307359766,4.708333333333332,4.708333333333332,2003/01/03,6.812993978216149,1,1,1,335000.0,0.0,1,3682,0,0,1,1,1139,0,0,1504,2965
43973,68610,1291,135 WARREN AVENUE,5204,14,83201,101,93,184,14,83201,1196,834,20,13.623139877437296,13.311331132544721,2004-12-10,15,2,2,0.0,240,971,615,82,15,1,PIF,,0.0,0,10.778203923600145,4.033333333333332,4.033333333333332,2004/12/10,7.0808678966907825,1,1,1,1429000.0,0.0,1,2975,0,0,1,1,432,0,0,797,2258
21075,26441,51957,1622 BRNETWOOD ROAD,376,35,11706,152,225,27,35,11714,0,0,1,0.0,11.599112335481124,1997-09-29,7,0,2,0.0,240,865,616,1321,36,3,PIF,,0.0,0,13.407061000815151,6.441666666666666,6.441666666666666,1997/09/29,6.861020030376767,1,0,1,109000.0,0.0,1,5604,0,1,1,1,3061,0,0,3426,4887
19779,24676,39173,1005 8TH AVE. SE,3107,29,58401,89,213,80,29,58104,0,0,1,0.0,11.767575435251748,1997-05-21,7,0,2,0.0,240,1045,142,1319,30,2,PIF,,0.0,0,9.711218684884443,2.733333333333333,2.733333333333333,1997/05/21,6.733818443163045,1,0,1,129000.0,0.0,1,5735,0,1,1,1,3192,0,0,3557,5018
20780,26038,25681,11355 ARROW ROUTE,5383,4,91730,108,162,196,5,92373,0,0,1,0.0,13.813509557297108,1997-09-03,7,0,2,0.0,240,0,0,1217,5,1,PIF,,0.0,0,13.8519313935776,6.3583333333333325,6.3583333333333325,1997/09/03,6.833958011631602,1,0,1,998000.0,0.0,1,5630,0,1,1,1,3087,0,0,3452,4913
34127,46138,4538,80 SEWARD STREET,5805,35,12866,105,233,5,35,12207,0,0,1,0.0,12.884108726347915,2001-09-13,11,0,2,0.0,240,969,621,1242,36,1,PIF,,0.0,0,13.684433636374033,4.833333333333333,4.833333333333333,2001/09/13,6.9971754549014555,1,0,1,394000.0,0.0,1,4159,0,1,1,1,1616,0,0,1981,3442
42579,64823,47859,525 NORTH EDISON STREET,3219,50,99336,196,307,226,49,99212,279,1475,57,13.207035353461528,13.017005083966255,2004-06-25,14,0,2,0.0,240,660,96,114,52,1,PIF,,0.0,0,12.506607515768115,6.258333333333333,6.258333333333333,2004/06/25,7.034766760352834,1,1,1,994179.0,0.0,1,3143,0,0,1,1,600,0,0,965,2426
10841,12949,28759,6955 MARKET ST,7245,28,28405,293,96,271,28,28405,0,0,1,0.0,11.48247656671073,1995-04-04,5,0,2,0.0,240,129,364,963,29,1,PIF,,0.0,0,12.172865852453835,4.308333333333334,4.308333333333334,1995/04/04,6.227010845385758,1,0,1,97000.0,0.0,1,6513,0,1,1,1,3970,0,0,4335,5796
4341,4979,15381,1000 S.W. 12TH AVE.,5216,9,33069,112,275,122,10,33467,0,0,1,0.0,13.012550743537489,1992-11-12,3,0,2,0.0,240,448,572,169,10,1,PIF,,0.0,0,12.626111045487797,7.125000000000003,7.125000000000003,1992/11/12,6.049426792649758,1,0,1,448000.0,0.0,1,7386,0,1,1,1,4843,0,0,5208,6669
36771,51213,22450,1713 HUR INDUSTRIAL BLVD.,1012,45,78641,271,325,19,45,78762,0,0,1,0.0,13.559328444560693,2002-08-20,12,0,2,0.0,240,573,651,1379,47,1,PIF,,0.0,0,13.57631231705259,6.366666666666666,6.366666666666666,2002/08/20,6.844208258678454,1,0,1,774000.0,0.0,1,3818,0,1,1,1,1275,0,0,1640,3101
18233,22585,16501,355 TOMOKA AVENUE,4877,9,32174,31,271,111,10,32211,0,0,1,0.0,12.049424683420913,1996-11-08,7,0,2,0.0,240,160,313,1422,10,1,PIF,,0.0,0,12.881756984359546,4.791666666666667,4.791666666666667,1996/11/08,6.595534591648396,1,0,1,171000.0,0.0,1,5929,0,1,1,1,3386,0,0,3751,5212
45262,72242,10952,3815 WABASH DRIVE,4153,4,91752,108,162,196,5,92373,489,1045,9,14.499112830476117,14.037854589747909,2005-05-11,15,2,2,0.0,240,1034,150,1155,5,1,PIF,,0.0,0,14.377333736391131,5.399999999999999,5.399999999999999,2005/05/11,7.0665608095905545,1,1,1,3230000.0,0.0,1,2823,0,0,1,1,280,0,0,645,2106
40584,59647,28499,"4625 POLARIS AVENUE, SUITE 1",3479,34,89103,184,88,125,34,89144,220,620,40,13.283207605371986,13.091906231773164,2003-11-18,14,2,2,0.0,240,688,634,293,35,1,PIF,,0.0,0,11.556191829582259,4.300000000000002,4.300000000000002,2003/11/18,6.942301645919766,1,1,1,1072250.0,0.0,1,3363,0,0,1,1,820,0,0,1185,2646
30369,39871,27979,3242 4TH AVENUE SW,2079,29,58103,89,213,80,29,58104,0,0,1,0.0,12.563750586299374,2000-06-23,10,2,2,0.0,240,59,785,230,30,2,PIF,,0.0,0,9.796854004694348,2.958333333333333,2.958333333333333,2000/06/23,7.274119119603102,1,0,1,286000.0,0.0,1,4606,0,1,1,1,2063,0,0,2428,3889
1645,1929,26828,4307 MERRIAM DRIVE,4908,17,66203,135,305,171,17,66210,0,0,1,0.0,12.502470376049185,1991-04-18,1,0,2,0.0,240,138,714,696,18,1,PIF,,0.0,0,10.896400379221706,4.408333333333334,4.408333333333334,1991/04/18,5.964761141164512,1,0,1,269000.0,0.0,1,7960,0,1,1,1,5417,0,0,5782,7243
26656,34399,19015,10 SOUTH MAIN,2463,14,83241,101,93,184,14,83201,0,0,1,0.0,11.461642696843064,1999-05-07,9,0,2,0.0,240,677,950,219,15,1,CHGOFF,2004-08-13,0.0,1,10.438201563150619,4.9,4.9,1999/05/07,7.204892510204673,1,0,1,95000.0,0.0,1,1925,0,1,1,1,2476,1,1,2841,4302
13362,16143,6359,1965 BENNETT BOULEVARD,1584,9,32724,113,65,239,10,32315,0,0,1,0.0,12.144202560946875,1995-11-09,6,0,2,0.0,240,1042,92,1422,10,1,PIF,,0.0,0,12.823724160766226,5.166666666666667,5.166666666666667,1995/11/09,6.387316950860738,1,0,1,188000.0,0.0,1,6294,0,1,1,1,3751,0,0,4116,5577
27217,35175,831,1075 SOUTH GENEVA ROAD,4867,46,84058,179,150,210,46,84109,0,0,1,0.0,12.220966184120163,1999-06-24,9,0,2,0.0,240,702,933,1401,48,1,CHGOFF,2005-11-09,112634.0,1,11.097767532851165,3.566666666666667,3.566666666666667,1999/06/24,7.1829446634955225,1,0,1,203000.0,0.5548472906403941,1,2330,0,1,1,1,2428,1,1,2793,4254
2015,2337,3000,P.O. BOX 736,1220,28,28721,246,74,266,28,28786,0,0,1,0.0,11.066653987219741,1991-07-18,1,0,2,0.0,240,0,0,1509,29,2,PIF,,0.0,0,11.89388269342384,5.808333333333333,5.808333333333333,1991/07/18,5.956795446631725,1,0,1,64000.0,0.0,1,7869,0,1,1,1,5326,0,0,5691,7152
2744,3175,15518,19830 SW TETON,6656,38,97062,110,67,218,49,98168,0,0,1,0.0,12.957491092701881,1991-12-31,2,0,2,0.0,240,335,315,1447,39,2,PIF,,0.0,0,11.05711345660754,7.374999999999999,7.374999999999999,1991/12/31,6.035696710786136,0,0,1,424000.0,0.0,1,7703,0,1,1,1,5160,0,0,5525,6986
30212,39612,29362,5898 THURSTON AVENUE,6831,47,23455,275,235,165,47,23510,0,0,1,0.0,12.712893259942284,2000-06-06,10,0,2,0.0,240,658,114,1421,49,1,CHGOFF,2004-08-19,0.0,1,12.494582125585856,2.3000000000000003,2.3000000000000003,2000/06/06,7.285396855049513,1,0,1,332000.0,0.0,1,1535,0,1,1,1,2080,1,1,2445,3906
4143,4750,44995,200 DAVIS DRIVE,6271,47,20164,35,198,79,47,22030,0,0,1,0.0,13.49668313203053,1992-09-30,2,0,2,0.0,240,1045,142,815,49,1,PIF,,0.0,0,11.976604133758777,6.2666666666666675,6.2666666666666675,1992/09/30,6.037393450343085,1,0,1,727000.0,0.0,1,7429,0,1,1,1,4886,0,0,5251,6712
5589,6425,8113,4121 S.E. 14TH STREET,1619,13,50320,142,252,113,13,50131,0,0,1,0.0,12.889172015485954,1993-06-25,3,0,2,0.0,240,1063,280,1087,14,1,PIF,,0.0,0,11.057006183997764,4.058333333333334,4.058333333333334,1993/06/25,6.106131635461053,1,0,1,396000.0,0.0,1,7161,0,1,1,1,4618,0,0,4983,6444
5458,6266,15611,550 FLANK ROAD,5101,47,23805,87,106,177,47,23805,0,0,1,0.0,13.077368103521614,1993-06-04,3,0,2,0.0,240,0,0,1062,49,3,PIF,,0.0,0,12.029868737703865,5.258333333333334,5.258333333333334,1993/06/04,6.111600363913963,1,0,1,478000.0,0.0,1,7182,0,1,1,1,4639,0,0,5004,6465
25997,33452,1470,2650 ENTERPRISE ROAD,1194,9,33763,132,137,234,10,33701,0,0,1,0.0,12.919024904363685,1999-03-04,9,0,2,0.0,240,385,13,1074,10,1,CHGOFF,2008-05-07,191335.0,1,13.035322036329415,3.875,3.875,1999/03/04,7.129009057800577,1,0,1,408000.0,0.4689583333333333,1,3352,0,1,1,1,2540,0,1,2905,4366
14514,17599,50101,11428 GRAVOIS,1410,25,63126,34,291,233,25,63105,0,0,1,0.0,11.350418300109133,1996-02-27,6,0,2,0.0,240,0,0,1201,26,1,PIF,,0.0,0,11.906707929303904,4.758333333333332,4.758333333333332,1996/02/27,6.4742609827260855,1,0,1,85000.0,0.0,1,6184,0,1,1,1,3641,0,0,4006,5467
47244,78209,31318,1660 LOGAN AVE,5721,4,92113,38,146,212,5,92106,194,251,34,14.33875929432124,14.143375140509722,2005-12-13,16,2,2,0.0,240,902,266,1218,5,1,PIF,,0.0,0,14.44397963431205,4.916666666666666,4.916666666666666,2005/12/13,7.145535236801647,1,0,1,3075500.0,0.0,1,2607,0,0,1,1,64,0,0,429,1890
32431,43206,37544,1534 S. GLADIOLA AVE.,5706,46,84104,179,150,210,46,84109,0,0,1,0.0,13.188152990599756,2001-03-15,11,3,3,0.0,240,935,895,1213,48,1,PIF,,0.0,0,11.201319484399074,4.408333333333334,4.408333333333334,2001/03/15,7.068648938594046,1,0,1,534000.0,0.0,1,4341,0,1,1,1,1798,0,0,2163,3624
41252,61293,396,2183 STANLEY ROAD,5167,16,46168,141,216,109,16,46240,2383,1243,54,13.03898394237596,12.847929163278053,2004-02-12,14,0,2,0.0,240,1002,160,615,17,1,CHGOFF,2012-11-29,288593.0,1,12.375548717888725,5.358333333333333,5.358333333333333,2004/02/12,7.050217906005906,1,0,1,840000.0,0.34356309523809525,1,3213,0,0,1,1,734,0,0,1099,2560
4878,5593,36811,541 WEST 500 SOUTH,619,46,84010,179,150,210,46,84109,0,0,1,0.0,11.938199736300927,1993-02-24,3,0,2,0.0,240,0,0,386,48,3,PIF,,0.0,0,10.561846581610355,4.083333333333333,4.083333333333333,1993/02/24,6.091015709854016,1,0,1,153000.0,0.0,1,7282,0,1,1,1,4739,0,0,5104,6565
31404,41544,6166,23801 FORESTHILL RD,2162,4,95631,231,329,63,6,80202,0,0,1,0.0,13.894322662602555,2000-10-27,11,3,3,0.0,240,463,700,1081,5,1,PIF,,0.0,0,14.140569481237971,5.433333333333334,5.433333333333334,2000/10/27,7.2302589478386174,0,0,1,1082000.0,0.0,1,4480,0,1,1,1,1937,0,0,2302,3763
8212,9590,27619,76 MAPLE AVE,5890,20,2771,22,316,261,20,2451,0,0,1,0.0,12.614868865984633,1994-06-01,4,0,2,0.0,240,0,0,162,21,2,PIF,,0.0,0,12.131948057853801,6.024999999999999,6.024999999999999,1994/06/01,6.128243795671227,1,0,1,301000.0,0.0,1,6820,0,1,1,1,4277,0,0,4642,6103
40458,59340,6668,16978 CLOVER ROAD,4578,16,46060,141,216,109,16,46240,1539,457,22,13.582949046562431,13.256896018612153,2003-10-30,14,0,2,0.0,240,1045,142,583,17,1,CHGOFF,2010-08-28,509617.0,1,12.375548717888725,5.358333333333333,5.358333333333333,2003/10/30,6.954581555032703,1,1,1,1364500.0,0.3734825943569073,1,2494,0,0,1,1,839,0,1,1204,2665
33892,45715,23622,722 DEARBORN AVENUE,6598,36,43605,197,322,244,36,43604,0,0,1,0.0,10.859018228147885,2001-08-15,11,0,2,0.0,120,678,217,819,37,3,PIF,,0.0,0,12.888218280404196,4.3,4.3,2001/08/15,7.072438880885147,1,0,1,52000.0,0.0,1,4188,0,1,1,1,1645,0,0,2010,3471
37302,52377,5285,905 SO. SOUTHFIELD ROAD,2747,46,84032,283,249,168,46,84405,415,1243,54,13.121765198531016,12.546113507028412,2002-10-28,13,0,2,0.0,240,995,424,1442,48,1,PIF,,0.0,0,11.27910132873224,5.650000000000001,5.650000000000001,2002/10/28,6.792602508643112,1,1,1,780700.0,0.0,1,3749,0,0,1,1,1206,0,0,1571,3032
18547,23009,17786,99 UNION SQUARE,4108,31,3055,119,321,188,31,3801,0,0,1,0.0,10.859018228147885,1996-12-23,7,0,2,0.0,240,712,342,629,32,2,PIF,,0.0,0,10.516941964186826,3.325,3.325,1996/12/23,6.617295997653357,1,0,1,52000.0,0.0,1,5884,0,1,1,1,3341,0,0,3706,5167
37376,52548,37925,1400 COUNTY ROAD 1568,1442,1,35055,5,46,29,2,35209,0,0,1,0.0,13.120363378739665,2002-11-06,13,0,2,0.0,240,15,159,365,2,3,PIF,,0.0,0,11.803654391045766,6.025000000000001,6.025000000000001,2002/11/06,6.829534255201152,1,0,1,499000.0,0.0,1,3740,0,1,1,1,1197,0,0,1562,3023
5895,6793,12990,1260 CLEARMONT STREET N.E.,4961,9,32905,112,275,122,10,33467,0,0,1,0.0,13.815511557963774,1993-08-11,3,0,2,0.0,240,799,250,160,10,1,PIF,,0.0,0,12.626111045487797,7.125000000000003,7.125000000000003,1993/08/11,6.11248675542011,1,0,1,1000000.0,0.0,1,7114,0,1,1,1,4571,0,0,4936,6397
41549,62072,21704,2165 SEMINOLE TRAIL,1071,47,22901,35,198,79,47,22030,2215,1182,55,13.576619919522386,13.386266457287837,2004-03-12,14,2,2,0.0,240,905,712,18,49,1,PIF,,0.0,0,12.713647792214761,3.8000000000000007,3.8000000000000007,2004/03/12,7.022484720272242,1,1,1,1438500.0,0.0,1,3248,0,0,1,1,705,0,0,1070,2531
42854,65568,8051,9084 ELKMONT WAY,1897,4,95624,231,329,63,6,80202,0,0,1,0.0,12.323860125621126,2004-07-27,14,3,3,0.0,240,1051,186,1187,5,1,PIF,,0.0,0,14.30545032275043,6.208333333333332,6.208333333333332,2004/07/27,6.999267305835974,0,0,1,225000.0,0.0,1,3111,0,1,1,1,568,0,0,933,2394
10490,12483,7878,19043  FRONT STREET,5278,50,98370,196,307,226,49,99212,0,0,1,0.0,11.744045122410053,1995-02-17,5,0,2,0.0,240,0,0,735,52,2,PIF,,0.0,0,11.951629327374633,6.425,6.425,1995/02/17,6.179954541992833,1,0,1,126000.0,0.0,1,6559,0,1,1,1,4016,0,0,4381,5842
9312,10963,46830,444 SMITH STREET,4090,6,6457,80,52,70,7,6023,0,0,1,0.0,13.030250281476574,1994-09-28,4,0,2,0.0,240,0,0,899,7,2,PIF,,0.0,0,11.636170003874113,5.616666666666667,5.616666666666667,1994/09/28,6.1438422189422255,1,0,1,456000.0,0.0,1,6701,0,1,1,1,4158,0,0,4523,5984
34132,46144,9699,117 AVENUE C NE,1121,45,79201,272,294,12,45,79101,0,0,1,0.0,10.878066060280789,2001-09-13,11,0,2,0.0,240,712,342,273,47,2,CHGOFF,2008-01-09,46936.0,1,13.558044288710114,4.958333333333333,4.958333333333333,2001/09/13,6.9971754549014555,1,0,1,53000.0,0.8855849056603774,1,2309,0,1,1,1,1616,0,1,1981,3442
31001,40886,13548,"750 FARROLL RD, UNITS F, G &",2564,4,93433,70,313,216,5,93454,0,0,1,0.0,12.066816325306588,2000-09-15,10,0,2,0.0,240,0,0,1224,5,1,PIF,,0.0,0,14.127808654707765,4.958333333333333,4.958333333333333,2000/09/15,7.290845293959312,1,0,1,174000.0,0.0,1,4522,0,1,1,1,1979,0,0,2344,3805
7201,8370,37786,1156 114TH LANE NW,1321,24,55448,56,103,13,24,55304,0,0,1,0.0,11.827743504053695,1994-02-04,4,0,2,0.0,240,233,809,38,25,1,PIF,,0.0,0,11.761098742777241,4.058333333333334,4.058333333333334,1994/02/04,6.15445461135435,1,0,1,137000.0,0.0,1,6937,0,1,1,1,4394,0,0,4759,6220
7308,8501,47209,9040 JUNCTION DRIVE,152,21,20701,169,72,93,21,21061,0,0,1,0.0,13.527829818844936,1994-02-22,4,0,2,0.0,240,0,0,37,22,1,PIF,,0.0,0,11.800449774978171,5.258333333333334,5.258333333333334,1994/02/22,6.157953068216381,1,0,1,750000.0,0.0,1,6919,0,1,1,1,4376,0,0,4741,6202
6929,8036,47970,2803 TOPLEY,1878,45,88005,45,55,19,45,78746,0,0,1,0.0,12.896719202134525,1993-12-29,4,0,2,0.0,240,0,0,452,47,3,PIF,,0.0,0,13.073153595207565,6.491666666666667,6.491666666666667,1993/12/29,6.156088731375997,1,0,1,399000.0,0.0,1,6974,0,1,1,1,4431,0,0,4796,6257
43912,68455,40769,122 MAIN STREET,5695,31,3079,119,321,188,31,3801,707,813,26,13.122365377402327,12.945628585536273,2004-12-03,15,2,2,0.0,240,1029,370,1166,32,1,CHGOFF,2008-09-25,405087.0,1,10.939392531264417,3.5750000000000006,3.5750000000000006,2004/12/03,7.083530491813545,1,0,1,919000.0,0.44079107725788896,1,1392,0,0,1,1,439,0,1,804,2265
35909,49478,21902,2491 WONDER DRIVE,1297,28,28084,61,58,46,28,28204,0,0,1,0.0,14.077875591662238,2002-05-01,12,2,2,0.0,240,1022,426,190,29,1,PIF,,0.0,0,12.605221179354364,6.625,6.625,2002/05/01,6.991599944813795,1,0,1,1300000.0,0.0,1,3929,0,1,1,1,1386,0,0,1751,3212
21033,26386,31970,923 SIXTH AVENUE,5721,4,92101,38,146,212,5,92106,0,0,1,0.0,12.34148164933907,1997-09-25,7,0,2,0.0,240,0,0,1218,5,1,PIF,,0.0,0,13.8519313935776,6.3583333333333325,6.3583333333333325,1997/09/25,6.844719599212563,1,0,1,229000.0,0.0,1,5608,0,1,1,1,3065,0,0,3430,4891
23626,29993,9529,108 TUPELO STREET,690,41,2809,202,87,189,41,2903,0,0,1,0.0,12.19602736016897,1998-06-30,8,0,2,0.0,240,0,0,162,43,1,PIF,,0.0,0,10.332698483707462,4.608333333333333,4.608333333333333,1998/06/30,7.03424692085525,1,0,1,198000.0,0.0,1,5330,0,1,1,1,2787,0,0,3152,4613
8037,9374,45068,2782 LOKER AVENUE WEST,932,4,92008,38,146,212,5,92106,0,0,1,0.0,12.506180941677355,1994-05-12,4,0,2,0.0,240,0,0,1218,5,1,PIF,,0.0,0,13.666268975443694,8.591666666666667,8.591666666666667,1994/05/12,6.097512326545943,1,0,1,270000.0,0.0,1,6840,0,1,1,1,4297,0,0,4662,6123
13381,16163,17722,3011 SANTA ROSA AVE.,5793,4,95407,21,101,260,5,94596,0,0,1,0.0,13.384729180332176,1995-11-13,6,0,2,0.0,240,663,338,1292,5,1,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1995/11/13,6.3857001530387425,1,0,1,650000.0,0.0,1,6290,0,1,1,1,3747,0,0,4112,5573
7837,9128,4754,5414 OBERLIN DRIVE,5721,4,92121,38,146,212,5,92106,0,0,1,0.0,13.527829818844936,1994-04-22,4,0,2,0.0,240,0,0,1218,5,1,PIF,,0.0,0,13.666268975443694,8.591666666666667,8.591666666666667,1994/04/22,6.106198505716491,1,0,1,750000.0,0.0,1,6860,0,1,1,1,4317,0,0,4682,6143
21636,27221,35513,3310 N. ELSTON,1113,15,60618,245,145,227,15,62704,0,0,1,0.0,12.955129822091816,1997-12-03,8,0,2,0.0,240,886,192,337,16,1,PIF,,0.0,0,12.985782081406374,4.425,4.425,1997/12/03,6.885274489007694,1,0,1,423000.0,0.0,1,5539,0,1,1,1,2996,0,0,3361,4822
45047,71650,4649,2000 CLOWDUS DR,4837,1,35121,5,46,29,2,35209,2111,1044,4,12.81448131871976,12.628070334272698,2005-04-21,15,0,2,0.0,240,662,373,134,2,1,CHGOFF,2011-02-01,276956.0,1,11.957427936090731,4.499999999999999,4.499999999999999,2005/04/21,7.056993872241559,1,1,1,672500.0,0.41183048327137545,1,2112,0,0,1,1,300,0,1,665,2126
